SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,14015 36th Ave NE,Seattle,WA,98125,575000,3,1.75,Cedar Park,1260.0,8139.0,1933.0,7,456.0,,Active,,,http://www.redfin.com/WA/Seattle/14015-36th-Ave-NE-98125/home/111917,NWMLS,1237505,N,Y,47.7305989,-122.290026
MLS Listing,,Single Family Residential,8735 1st Ave NW,Seattle,WA,98117,529500,0,,Greenwood,,6350.0,1936.0,7,,,Active,,,http://www.redfin.com/WA/Seattle/8735-1st-Ave-NW-98117/home/100365,NWMLS,1236766,N,Y,47.6934065,-122.3582435
MLS Listing,,Single Family Residential,926 N 79th St,Seattle,WA,98103,400000,2,1.0,Green Lake,1030.0,4500.0,1910.0,7,388.0,,Active,,,http://www.redfin.com/WA/Seattle/926-N-79th-St-98103/home/301175,NWMLS,1237573,N,Y,47.6864218,-122.3460183
MLS Listing,,Single Family Residential,6246 33rd Ave NE,Seattle,WA,98115,2095000,5,3.5,Bryant,3611.0,5000.0,2018.0,7,580.0,,Active,,,http://www.redfin.com/WA/Seattle/6246-33rd-Ave-NE-98115/home/312703,NWMLS,1236910,N,Y,47.6753801,-122.2919407
MLS Listing,,Single Family Residential,6306 Wilson Ave S,Seattle,WA,98118,1085000,5,2.25,Seward Park,3420.0,6240.0,1930.0,7,317.0,,Active,,,http://www.redfin.com/WA/Seattle/6306-Wilson-Ave-S-98118/home/489402,NWMLS,1236867,N,Y,47.5457901,-122.2634772
MLS Listing,,Townhouse,1406 B E Fir St,Seattle,WA,98122,800000,2,1.75,Central Area,1730.0,845.0,2008.0,7,462.0,,Active,,,http://www.redfin.com/WA/Seattle/1406-E-Fir-St-98122/home/28581711,NWMLS,1234401,N,Y,47.602973,-122.313746
MLS Listing,,Townhouse,4370 28th Ave S,Seattle,WA,98108,628000,3,2.25,Columbia City,1520.0,2814.0,2007.0,7,413.0,262.0,Active,,,http://www.redfin.com/WA/Seattle/4370-28th-Ave-S-98108/home/8187457,NWMLS,1237580,N,Y,47.5630705,-122.2978459
MLS Listing,,Single Family Residential,8128 20th Ave SW,Seattle,WA,98106,547000,3,2.0,Delridge,1660.0,5135.0,1927.0,7,330.0,,Active,,,http://www.redfin.com/WA/Seattle/8128-20th-Ave-SW-98106/home/475725,NWMLS,1234856,N,Y,47.5291978,-122.3587828
MLS Listing,,Single Family Residential,10358 Riviera Place NE,Seattle,WA,98125,1200000,2,2.5,Matthews Beach,1560.0,1736.0,1990.0,7,769.0,,Active,,,http://www.redfin.com/WA/Seattle/10358-Riviera-Pl-NE-98125/home/319055,NWMLS,1235310,N,Y,47.7043548,-122.2746059
MLS Listing,,Single Family Residential,5757 30th Ave NE,Seattle,WA,98105,915000,3,1.75,Bryant,1810.0,3482.0,1923.0,7,506.0,,Active,,,http://www.redfin.com/WA/Seattle/5757-30th-Ave-NE-98105/home/313016,NWMLS,1236385,N,Y,47.6719885,-122.295315
MLS Listing,,Condo/Co-op,2717 Franklin Ave E #202,Seattle,WA,98102,390000,1,1.0,Eastlake,733.0,8255.0,1930.0,7,532.0,480.0,Active,,,http://www.redfin.com/WA/Seattle/2717-Franklin-Ave-E-98102/unit-202/home/70057,NWMLS,1237360,N,Y,47.6451052,-122.3249857
MLS Listing,,Single Family Residential,9551 Wallingford Ave N,Seattle,WA,98103,580000,3,1.0,Licton Springs,1000.0,5000.0,1962.0,7,580.0,,Active,January-31-2018 11:00 AM,January-31-2018 01:00 PM,http://www.redfin.com/WA/Seattle/9551-Wallingford-Ave-N-98103/home/104938,NWMLS,1236823,N,Y,47.6993204,-122.336799
MLS Listing,,Condo/Co-op,1740 Melrose Ave #306,Seattle,WA,98122,590000,2,1.75,Capitol Hill,1205.0,,1963.0,7,490.0,585.0,Active,,,http://www.redfin.com/WA/Seattle/1740-Melrose-Ave-98122/unit-306/home/6637,NWMLS,1235888,N,Y,47.6181332,-122.3275464
MLS Listing,,Condo/Co-op,1200 Boylston Ave #300,Seattle,WA,98101,489000,2,1.0,First Hill,800.0,10796.0,1960.0,7,611.0,585.0,Active,,,http://www.redfin.com/WA/Seattle/1200-Boylston-Ave-98101/unit-300/home/20784,NWMLS,1237346,N,Y,47.6124512,-122.322985
MLS Listing,,Single Family Residential,5942 31st Ave SW,Seattle,WA,98126,549950,2,2.25,High Point,1500.0,1875.0,2007.0,7,367.0,110.0,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/5942-31st-Ave-SW-98126/home/12302956,NWMLS,1234939,N,Y,47.5488255,-122.3719426
MLS Listing,,Townhouse,1537 NW 58th St Unit B,Seattle,WA,98107,685000,2,2.25,Ballard,1260.0,1249.0,2006.0,7,544.0,,Active,,,http://www.redfin.com/WA/Seattle/1537-NW-58th-St-98107/unit-B/home/8189637,NWMLS,1233007,N,Y,47.670605,-122.377876
MLS Listing,,Townhouse,906 29th Ave S,Seattle,WA,98144,730000,3,2.5,Leschi,1630.0,1425.0,2012.0,7,448.0,,Active,,,http://www.redfin.com/WA/Seattle/906-29th-Ave-S-98144/home/144764248,NWMLS,1236129,N,Y,47.5942113,-122.2954371
MLS Listing,,Single Family Residential,9690 51st Ave S Unit C,Seattle,WA,98118,699950,5,2.75,Seattle,2467.0,7242.0,2018.0,7,284.0,,Active,,,http://www.redfin.com/WA/Seattle/9690-51st-Ave-S-98118/unit-C/home/22440114,NWMLS,1229507,N,Y,47.5143021,-122.269089
MLS Listing,,Single Family Residential,9690 51st Ave S Unit B,Seattle,WA,98118,699950,5,2.75,Seattle,2467.0,7242.0,2018.0,7,284.0,,Active,,,http://www.redfin.com/WA/Seattle/9690-51st-Ave-S-98118/unit-B/home/22440113,NWMLS,1227376,N,Y,47.5143021,-122.269089
MLS Listing,,Condo/Co-op,1616 Summit Ave Unit N302,Seattle,WA,98122,535000,2,1.0,Capitol Hill,777.0,24881.0,1990.0,7,689.0,449.0,Active,,,http://www.redfin.com/WA/Seattle/1616-Summit-Ave-98122/unit-N302/home/144764085,NWMLS,1237166,N,Y,47.6160688,-122.3252502
MLS Listing,,Single Family Residential,4715 45th Ave NE,Seattle,WA,98105,1185000,4,1.5,Laurelhurst,2210.0,7140.0,1928.0,7,536.0,,Active,,,http://www.redfin.com/WA/Seattle/4715-45th-Ave-NE-98105/home/122038,NWMLS,1236660,N,Y,47.6635573,-122.2797085
MLS Listing,,Single Family Residential,6750 39th Ave SW,Seattle,WA,98136,1250000,4,3.75,Gatewood,3324.0,5770.0,1929.0,7,376.0,,Active,,,http://www.redfin.com/WA/Seattle/6750-39th-Ave-SW-98136/home/468583,NWMLS,1236770,N,Y,47.5414116,-122.3815633
MLS Listing,,Single Family Residential,2647 Cascadia Ave S,Seattle,WA,98144,2785000,5,4.5,Seattle,6140.0,8050.0,1913.0,7,454.0,,Active,,,http://www.redfin.com/WA/Seattle/2647-Cascadia-Ave-S-98144/home/488632,NWMLS,1237292,N,Y,47.579006,-122.285909
MLS Listing,,Condo/Co-op,3104 Western Ave #103,Seattle,WA,98121,650000,1,1.5,Belltown,1109.0,25853.0,2008.0,7,586.0,730.0,Active,,,http://www.redfin.com/WA/Seattle/3104-Western-Ave-98121/unit-103/home/17382860,NWMLS,1236159,N,Y,47.6181731,-122.3560665
MLS Listing,,Single Family Residential,4810 28th Ave S,Seattle,WA,98108,879950,4,2.25,Beacon Hill,2818.0,5019.0,1961.0,7,312.0,,Active,,,http://www.redfin.com/WA/Seattle/4810-28th-Ave-S-98108/home/477989,NWMLS,1235215,N,Y,47.5593237,-122.296511
MLS Listing,,Single Family Residential,4316 NE 56th St,Seattle,WA,98105,1950000,4,3.25,Hawthorne Hills,3907.0,6400.0,2017.0,7,499.0,,Active,,,http://www.redfin.com/WA/Seattle/4316-NE-56th-St-98105/home/313965,NWMLS,1237173,N,Y,47.669667,-122.2813214
MLS Listing,,Single Family Residential,5224 39th Ave NE,Seattle,WA,98105,625000,2,2.0,Bryant,990.0,4000.0,1941.0,7,631.0,,Active,,,http://www.redfin.com/WA/Seattle/5224-39th-Ave-NE-98105/home/314548,NWMLS,1230123,N,Y,47.6677314,-122.2854129
MLS Listing,,Single Family Residential,10686 Marine View Drive Dr SW,Seattle,WA,98146,1095000,4,2.75,Arroyo,3080.0,11700.0,1942.0,7,356.0,,Active,,,http://www.redfin.com/WA/Seattle/10686-Marine-View-Dr-SW-98146/home/158399,NWMLS,1237017,N,Y,47.5067487,-122.3853916
MLS Listing,,Single Family Residential,910 NW 51st St Unit B,Seattle,WA,98107,559000,1,1.5,Ballard,760.0,816.0,2009.0,7,736.0,,Active,,,http://www.redfin.com/WA/Seattle/910-NW-51st-St-98107/unit-B/home/25674638,NWMLS,1235571,N,Y,47.666011,-122.369107
MLS Listing,,Condo/Co-op,417 E Pine St #310,Seattle,WA,98122,383200,1,1.0,Capitol Hill,592.0,17244.0,1919.0,7,647.0,446.0,Active,,,http://www.redfin.com/WA/Seattle/417-E-Pine-St-98122/unit-310/home/66268,NWMLS,1235643,N,Y,47.6149843,-122.3258128
MLS Listing,,Condo/Co-op,2600 2nd Ave #321,Seattle,WA,98121,350000,0,1.0,Belltown,469.0,,1993.0,8,746.0,381.0,Active,,,http://www.redfin.com/WA/Seattle/2600-2nd-Ave-98121/unit-321/home/28140,NWMLS,1237126,N,Y,47.6163328,-122.3491116
MLS Listing,,Single Family Residential,3718 48th Ave NE,Seattle,WA,98105,1950000,5,3.25,Laurelhurst,3874.0,8186.0,1975.0,8,503.0,,Active,,,http://www.redfin.com/WA/Seattle/3718-48th-Ave-NE-98105/home/122435,NWMLS,1236678,N,Y,47.6553203,-122.2750608
MLS Listing,,Condo/Co-op,1105 Spring St #801,Seattle,WA,98104,389000,1,1.0,First Hill,550.0,15360.0,1950.0,8,707.0,424.0,Active,,,http://www.redfin.com/WA/Seattle/1105-Spring-St-98104/unit-801/home/11905732,NWMLS,1236754,N,Y,47.6099737,-122.3252597
MLS Listing,,Condo/Co-op,1521 2nd Ave #2100,Seattle,WA,98101,2900000,2,1.75,Seattle,1824.0,,2008.0,8,1590.0,1289.0,Active,,,http://www.redfin.com/WA/Seattle/116-Pike-St-98101/unit-2100/home/21616643,NWMLS,1234631,N,Y,47.6093556,-122.3395072
MLS Listing,,Single Family Residential,708 S Director St,Seattle,WA,98108,314950,2,1.0,South Park,580.0,6000.0,1951.0,8,543.0,,Active,,,http://www.redfin.com/WA/Seattle/708-S-Director-St-98108/home/477313,NWMLS,1236555,N,Y,47.5223808,-122.3251981
MLS Listing,,Townhouse,818 26th Ave S,Seattle,WA,98144,779000,3,2.5,Judkins,1705.0,2150.0,2007.0,8,457.0,,Active,,,http://www.redfin.com/WA/Seattle/818-26th-Ave-S-98144/home/12304358,NWMLS,1236447,N,Y,47.5949479,-122.2987869
MLS Listing,,Single Family Residential,7502 Ridge Dr NE,Seattle,WA,98115,1699950,5,2.75,Sand Point,3240.0,8118.0,1940.0,8,525.0,67.0,Active,,,http://www.redfin.com/WA/Seattle/7502-Ridge-Dr-NE-98115/home/321421,NWMLS,1233902,N,Y,47.6837146,-122.2749578
MLS Listing,,Single Family Residential,2343 44th Ave SW,Seattle,WA,98116,950000,4,2.5,West Seattle,2730.0,5750.0,1907.0,8,348.0,,Active,,,http://www.redfin.com/WA/Seattle/2343-44th-Ave-SW-98116/home/331351,NWMLS,1235101,N,Y,47.5817483,-122.3881219
MLS Listing,,Single Family Residential,1526 37th Ave E,Seattle,WA,98112,2389000,4,4.0,Madison Park,3886.0,4500.0,2008.0,8,615.0,,Active,,,http://www.redfin.com/WA/Seattle/1526-37th-Ave-E-98112/home/139492,NWMLS,1235190,N,Y,47.6330406,-122.2849791
MLS Listing,,Single Family Residential,518 N 80th St,Seattle,WA,98103,799000,4,1.75,Greenwood,2010.0,3774.0,1925.0,8,398.0,,Active,February-4-2018 11:00 AM,February-4-2018 02:00 PM,http://www.redfin.com/WA/Seattle/518-N-80th-St-98103/home/300257,NWMLS,1232891,N,Y,47.6871517,-122.3516044
MLS Listing,,Single Family Residential,1515 NE 97th St,Seattle,WA,98115,599000,3,1.0,Maple Leaf,1610.0,7666.0,1926.0,8,372.0,,Active,,,http://www.redfin.com/WA/Seattle/1515-NE-97th-St-98115/home/107278,NWMLS,1236270,N,Y,47.6992204,-122.3114587
MLS Listing,,Single Family Residential,4516 W Ruffner St,Seattle,WA,98199,1150000,4,2.25,Magnolia,2700.0,8600.0,1954.0,8,426.0,,Active,,,http://www.redfin.com/WA/Seattle/4516-W-Ruffner-St-98199/home/127893,NWMLS,1235850,N,Y,47.6531438,-122.4155448
MLS Listing,,Condo/Co-op,1321 Seneca St #607,Seattle,WA,98101,1165500,2,1.75,First Hill,1181.0,14401.0,2016.0,8,987.0,890.0,Active,February-3-2018 12:00 PM,February-3-2018 03:00 PM,http://www.redfin.com/WA/Seattle/1321-Seneca-St-98101/unit-607/home/104202623,NWMLS,1233311,N,Y,47.6118796,-122.3230731
MLS Listing,,Single Family Residential,8005 17th Ave NW,Seattle,WA,98117,565500,2,1.0,Loyal Heights,900.0,4005.0,1925.0,9,628.0,,Active,,,http://www.redfin.com/WA/Seattle/8005-17th-Ave-NW-98117/home/166427,NWMLS,1236302,N,Y,47.6871337,-122.3792119
MLS Listing,,Condo/Co-op,2717 Western Ave #624,Seattle,WA,98121,545000,1,1.0,Belltown,692.0,,2001.0,9,788.0,364.0,Active,,,http://www.redfin.com/WA/Seattle/2717-Western-Ave-98121/unit-624/home/12006,NWMLS,1235481,N,Y,47.6151802,-122.352209
MLS Listing,,Multi-Family (2-4 Unit),5215 38th Ave SW,Seattle,WA,98126,1150000,8,4.0,Fairmount,3424.0,4801.0,1989.0,9,336.0,,Active,,,http://www.redfin.com/WA/Seattle/5215-38th-Ave-SW-98126/home/2065528,NWMLS,1234571,N,Y,47.5551123,-122.3806055
MLS Listing,,Townhouse,1742 12th Ave S Unit B,Seattle,WA,98144,749999,2,1.5,Beacon Hill,1477.0,884.0,2018.0,9,508.0,,Active,,,http://www.redfin.com/WA/Seattle/1742-12th-Ave-S-98144/unit-B/home/144758854,NWMLS,1236423,N,Y,47.5871641,-122.3172927
MLS Listing,,Moorage,2143 N Northlake Wy #14,Seattle,WA,98103,110000,0,,Lake Union,330.0,94962.0,1984.0,9,333.0,292.0,Active,,,http://www.redfin.com/WA/Seattle/2143-N-Northlake-Way-98103/unit-14/home/41729,NWMLS,1236093,N,Y,47.6471181,-122.3325615
MLS Listing,,Single Family Residential,4511 NE 38th St,Seattle,WA,98105,2195000,4,3.0,Laurelhurst,4044.0,9875.0,1938.0,9,543.0,,Active,,,http://www.redfin.com/WA/Seattle/4511-NE-38th-St-98105/home/122140,NWMLS,1235832,N,Y,47.655167,-122.27886
MLS Listing,,Single Family Residential,7505 Seward Park Ave S,Seattle,WA,98118,1249950,4,2.25,Seward Park,3900.0,14525.0,1939.0,10,321.0,,Active,February-2-2018 02:00 PM,February-2-2018 04:00 PM,http://www.redfin.com/WA/Seattle/7505-Seward-Park-Ave-S-98118/home/174863,NWMLS,1236058,N,Y,47.5351377,-122.2676272
MLS Listing,,Single Family Residential,5007 47th Ave S,Seattle,WA,98118,599950,4,1.0,Seward Park,2100.0,8196.0,1958.0,11,286.0,,Active,,,http://www.redfin.com/WA/Seattle/5007-47th-Ave-S-98118/home/490996,NWMLS,1235642,N,Y,47.5568517,-122.2747477
MLS Listing,,Multi-Family (2-4 Unit),8316 Wabash Ave S,Seattle,WA,98118,750000,7,4.0,Rainier Valley,3740.0,6000.0,1978.0,11,201.0,,Active,,,http://www.redfin.com/WA/Seattle/8316-Wabash-Ave-S-98118/home/2089767,NWMLS,1235634,N,Y,47.529122,-122.26901
MLS Listing,,Single Family Residential,11037 Palatine Ave N,Seattle,WA,98133,1495000,4,3.5,Broadview,3710.0,7560.0,2018.0,12,403.0,,Active,February-4-2018 01:00 PM,February-4-2018 04:00 PM,http://www.redfin.com/WA/Seattle/11037-Palatine-Ave-N-98133/home/96831,NWMLS,1235142,N,Y,47.709905,-122.3571106
MLS Listing,,Condo/Co-op,909 5th Ave #1400,Seattle,WA,98164,750000,1,1.0,Downtown,913.0,9525.0,2008.0,12,821.0,700.0,Active,February-3-2018 12:00 PM,February-3-2018 02:00 PM,http://www.redfin.com/WA/Seattle/909-5th-Ave-98164/unit-1400/home/17383170,NWMLS,1235950,N,Y,47.6062446,-122.3319929
MLS Listing,,Vacant Land,3040 S Ferdinand St,Seattle,WA,98108,320000,0,,Columbia City,,13200.0,,12,,,Active,,,http://www.redfin.com/WA/Seattle/3040-S-Ferdinand-St-98108/home/22089378,NWMLS,1235940,N,Y,47.558288,-122.2941553
MLS Listing,,Single Family Residential,809 N 47th St,Seattle,WA,98103,1350000,4,2.75,Fremont,3510.0,5000.0,1913.0,12,385.0,,Active,,,http://www.redfin.com/WA/Seattle/809-N-47th-St-98103/home/299653,NWMLS,1235910,N,Y,47.6626863,-122.348154
MLS Listing,,Other,1818 Westlake Ave N Unit D18,Seattle,WA,98109,160000,1,0.75,South Lake Union,240.0,1.0,1984.0,12,667.0,945.0,Active,,,http://www.redfin.com/WA/Seattle/1818-Westlake-Ave-N-98109/unit-D18/home/126552788,NWMLS,1235908,N,Y,47.6353769,-122.3397872
MLS Listing,,Single Family Residential,5202 36th Ave SW,Seattle,WA,98126,550000,4,1.0,Fairmount,2140.0,3000.0,1922.0,12,257.0,,Active,,,http://www.redfin.com/WA/Seattle/5202-36th-Ave-SW-98126/home/471473,NWMLS,1234383,N,Y,47.5554485,-122.3773067
MLS Listing,,Other,1080 W Ewing Place,Seattle,WA,98119,330000,3,0.75,Queen Anne,500.0,1.0,2007.0,12,660.0,650.0,Active,,,http://www.redfin.com/WA/Seattle/1080-W-Ewing-Pl-98119/unit-765/home/143847794,NWMLS,1235823,N,Y,47.655881,-122.369542
MLS Listing,,Single Family Residential,4427 30th Ave W,Seattle,WA,98199,1775000,4,3.5,Magnolia,3643.0,4000.0,2017.0,12,487.0,,Active,,,http://www.redfin.com/WA/Seattle/4427-30th-Ave-W-98199/home/106395563,NWMLS,1231469,N,Y,47.6608111,-122.3961123
MLS Listing,,Condo/Co-op,827 Hiawatha Place S #409,Seattle,WA,98144,395000,2,1.0,Judkins,858.0,,2009.0,12,460.0,363.0,Active,,,http://www.redfin.com/WA/Seattle/827-Hiawatha-Pl-S-98144/unit-409/home/28624798,NWMLS,1234829,N,Y,47.5951915,-122.3100111
MLS Listing,,Multi-Family (5+ Unit),1771 NW 59th St,Seattle,WA,98107,1695000,9,6.5,Ballard,4668.0,4200.0,1971.0,12,363.0,,Active,,,http://www.redfin.com/WA/Seattle/1771-NW-59th-St-98107/home/2064135,NWMLS,1233835,N,Y,47.6714842,-122.3818021
MLS Listing,,Single Family Residential,3738 W Commodore Wy,Seattle,WA,98199,1339000,3,3.5,Magnolia,2480.0,12005.0,1939.0,12,540.0,,Active,,,http://www.redfin.com/WA/Seattle/3738-W-Commodore-Way-98199/home/144727594,NWMLS,1235729,N,Y,47.6661072,-122.4075971
MLS Listing,,Townhouse,4022 A Martin Luther King Jr. Wy S,Seattle,WA,98108,729950,3,2.0,Columbia City,1720.0,1453.0,2018.0,12,424.0,,Active,,,http://www.redfin.com/WA/Seattle/4022-Martin-Luther-King-Junior-Way-S-98108/home/144727428,NWMLS,1235636,N,Y,47.567376,-122.2964185
MLS Listing,,Single Family Residential,8222 S 120th St,Seattle,WA,98178,650000,5,2.5,Bryn Mawr,2490.0,9450.0,1968.0,12,261.0,,Active,,,http://www.redfin.com/WA/Seattle/8222-S-120th-St-98178/home/199113,NWMLS,1234352,N,Y,47.496267,-122.22925
MLS Listing,,Single Family Residential,5510 30th Ave NE,Seattle,WA,98105,988000,3,1.75,Bryant,2157.0,4480.0,1930.0,12,458.0,,Active,,,http://www.redfin.com/WA/Seattle/5510-30th-Ave-NE-98105/home/312716,NWMLS,1234326,N,Y,47.6688722,-122.2947344
MLS Listing,,Single Family Residential,7551 S 120th St,Seattle,WA,98168,519000,4,1.75,Skyway,1640.0,6656.0,1944.0,13,316.0,,Active,,,http://www.redfin.com/WA/Seattle/7551-S-120th-St-98178/home/198919,NWMLS,1231934,N,Y,47.4958196,-122.2392796
MLS Listing,,Single Family Residential,18 W McGraw St,Seattle,WA,98119,1495000,4,3.0,Queen Anne,2480.0,3600.0,1906.0,13,603.0,,Active,,,http://www.redfin.com/WA/Seattle/18-W-McGraw-St-98119/home/129556,NWMLS,1235402,N,Y,47.639812,-122.3578581
MLS Listing,,Single Family Residential,10114 Holyoke Wy S,Seattle,WA,98178,905000,4,3.0,Rainier Beach,2227.0,12555.0,1909.0,13,406.0,,Active,,,http://www.redfin.com/WA/Seattle/10114-Holyoke-Way-S-98178/home/177300,NWMLS,1229751,N,Y,47.5105395,-122.2494157
MLS Listing,,Single Family Residential,7536 43rd Ave S Unit E,Seattle,WA,98118,635000,3,2.5,Brighton,1356.0,1084.0,2018.0,13,468.0,40.0,Active,,,http://www.redfin.com/WA/Seattle/7536-43rd-Ave-S-98118/unit-E/home/144721121,NWMLS,1235317,N,Y,47.5340782,-122.2790534
MLS Listing,,Condo/Co-op,3045 20th Ave W #310,Seattle,WA,98199,415000,2,1.0,Magnolia,708.0,12002.0,1988.0,13,586.0,359.0,Active,,,http://www.redfin.com/WA/Seattle/3045-20th-Ave-W-98199/unit-310/home/12306191,NWMLS,1233884,N,Y,47.6479081,-122.3823857
MLS Listing,,Single Family Residential,1000 14th Ave E,Seattle,WA,98112,7500000,7,6.25,Capitol Hill,12280.0,16874.0,1914.0,13,611.0,,Active,,,http://www.redfin.com/WA/Seattle/1000-14th-Ave-E-98112/home/135946,NWMLS,1233422,N,Y,47.6279077,-122.314183
MLS Listing,,Condo/Co-op,5650 24th Ave NW #210,Seattle,WA,98107,529950,1,1.0,Ballard,744.0,23600.0,2007.0,13,712.0,388.0,Active,January-31-2018 11:00 AM,January-31-2018 01:00 PM,http://www.redfin.com/WA/Seattle/5650-24th-Ave-NW-98107/unit-210/home/12448304,NWMLS,1232562,N,Y,47.6698059,-122.3872012
MLS Listing,,Condo/Co-op,4530 Meridian Ave N Unit S-6,Seattle,WA,98103,338000,1,1.0,Wallingford,443.0,11967.0,1985.0,13,763.0,398.0,Active,,,http://www.redfin.com/WA/Seattle/4530-Meridian-Ave-N-98103/unit-S6/home/23378,NWMLS,1234391,N,Y,47.6624014,-122.3334088
MLS Listing,,Townhouse,1228 B 5th Ave N,Seattle,WA,98109,995950,2,2.0,Queen Anne,1398.0,801.0,2017.0,14,712.0,,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/1228-5th-Ave-N-98109/home/132271,NWMLS,1235127,N,Y,47.6306687,-122.3472406
MLS Listing,,Single Family Residential,5332 S Kenyon St,Seattle,WA,98118,1750000,6,3.25,Seward Park,5150.0,34606.0,1907.0,14,340.0,,Active,,,http://www.redfin.com/WA/Seattle/5332-S-Kenyon-St-98118/home/489368,NWMLS,1235037,N,Y,47.5321435,-122.2648498
MLS Listing,,Single Family Residential,2820 NE 107th St,Seattle,WA,98125,549000,3,1.0,Meadowbrook,1170.0,6768.0,1963.0,14,469.0,,Active,,,http://www.redfin.com/WA/Seattle/2820-NE-107th-St-98125/home/112517,NWMLS,1234118,N,Y,47.7071011,-122.2969875
MLS Listing,,Single Family Residential,13743 1st Ave NW,Seattle,WA,98177,824950,5,3.0,Broadview,2180.0,6750.0,1991.0,14,378.0,,Active,,,http://www.redfin.com/WA/Seattle/13743-1st-Ave-NW-98177/home/96488,NWMLS,1234566,N,Y,47.7299444,-122.358566
MLS Listing,,Condo/Co-op,3650 26th Place W Unit 401A,Seattle,WA,98199,725000,2,1.5,Magnolia,1500.0,,1973.0,14,483.0,472.0,Active,,,http://www.redfin.com/WA/Seattle/3650-26th-Pl-W-98199/unit-401A/home/103953393,NWMLS,1234714,N,Y,47.6532076,-122.3896671
MLS Listing,,Vacant Land,50 35th Ave SW,Seattle,WA,98126,325000,0,,Fairmount,,4720.0,,14,,,Active,,,http://www.redfin.com/WA/Seattle/50-35th-Ave-SW-Unknown/home/144717027,NWMLS,1232412,N,Y,47.555866,-122.376612
MLS Listing,,Single Family Residential,3930 B S Brandon St Unit B,Seattle,WA,98118,729888,2,2.0,Columbia City,1699.0,1312.0,2018.0,14,430.0,,Active,,,http://www.redfin.com/WA/Seattle/3930-S-Brandon-St-98118/unit-B/home/144716796,NWMLS,1234682,N,Y,47.5534282,-122.2820849
MLS Listing,,Single Family Residential,3930 A S Brandon St Unit A,Seattle,WA,98118,749888,3,2.0,Columbia City,1735.0,1312.0,2018.0,14,432.0,,Active,,,http://www.redfin.com/WA/Seattle/3930-S-Brandon-St-98118/unit-A/home/144716746,NWMLS,1234672,N,Y,47.5534282,-122.2820849
MLS Listing,,Vacant Land,2358 S Angeline St,Seattle,WA,98108,850000,0,,Beacon Hill,,16040.0,,14,,,Active,,,http://www.redfin.com/WA/Seattle/2358-S-Angeline-St-98108/home/168952,NWMLS,1233004,N,Y,47.560889,-122.301894
MLS Listing,,Single Family Residential,9911 6th Ave SW,Seattle,WA,98106,709800,4,3.25,Seattle,2485.0,3004.0,2018.0,15,286.0,68.0,Active,January-31-2018 12:30 PM,January-31-2018 03:00 PM,http://www.redfin.com/WA/Seattle/9911-6th-Ave-SW-98106/home/144712314,NWMLS,1233967,N,Y,47.5141489,-122.3421309
MLS Listing,,Single Family Residential,8645 44th Ave S,Seattle,WA,98118,589000,5,2.75,Rainier Beach,2430.0,5012.0,1980.0,15,242.0,,Active,,,http://www.redfin.com/WA/Seattle/8645-44th-Ave-S-98118/home/479782,NWMLS,1233851,N,Y,47.5247727,-122.2782662
MLS Listing,,Condo/Co-op,588 Bell St Unit 1407S,Seattle,WA,98121,1625000,2,1.75,Downtown,1523.0,41847.0,2015.0,15,1067.0,1041.0,Active,,,http://www.redfin.com/WA/Seattle/588-Bell-St-98121/unit-1407S/home/144712217,NWMLS,1232848,N,Y,47.6164498,-122.3428091
MLS Listing,,Single Family Residential,1700 Magnolia Wy W,Seattle,WA,98199,1998000,4,3.0,Magnolia,3090.0,6780.0,1946.0,15,647.0,,Active,February-3-2018 12:00 PM,February-3-2018 03:00 PM,http://www.redfin.com/WA/Seattle/1700-Magnolia-Way-W-98199/home/126499,NWMLS,1223908,N,Y,47.6341924,-122.3898444
MLS Listing,,Condo/Co-op,2607 Western Ave #257,Seattle,WA,98121,775000,1,1.5,Belltown,1131.0,28355.0,2002.0,16,685.0,729.0,Active,,,http://www.redfin.com/WA/Seattle/2607-Western-Ave-98121/unit-257/home/8595,NWMLS,1215973,N,Y,47.6147661,-122.3513007
MLS Listing,,Single Family Residential,1400 S 100th St Unit B,Seattle,WA,98168,620000,4,2.5,Glen Acres,1560.0,7800.0,1997.0,17,397.0,,Active,,,http://www.redfin.com/WA/Seattle/1400-S-100th-St-98168/unit-B/home/187294,NWMLS,1233781,N,Y,47.514077,-122.316366
MLS Listing,,Townhouse,7531 43rd Ave S,Seattle,WA,98118,549750,3,2.0,Brighton,1340.0,6331.0,2018.0,18,410.0,,Active,,,http://www.redfin.com/WA/Seattle/7531-43rd-Ave-S-98118/home/144700790,NWMLS,1233619,N,Y,47.5344501,-122.2791615
